longitude,latitude,const_scale,built_year,orginal_level,present_level,exist_dis,assecss_dis,building_type
129.5173445,42.99299339,40,1989,0,6,3,2,Rural independent house
129.1637362,43.15510172,60.02,2011,0,6,0,1,Rural independent house
129.3696493,42.86541876,60,1989,0,6,1,1,Rural independent house
129.1660624,43.15912399,78,2000,0,6,0,1,Rural independent house
129.3709551,42.93492548,72,1990,0,6,1,1,Rural independent house
129.3709555,42.83440031,50,1989,0,6,1,1,Rural independent house
129.3673016,42.90092177,43,1989,0,6,1,1,Rural independent house
129.380431,42.94373935,70,2000,0,6,0,1,Rural independent house
129.3509842,42.89234235,50,1989,0,6,1,1,Rural independent house
129.517853,43.10693715,60,1990,0,6,1,1,Rural independent house
129.4750196,42.96966629,84,2011,0,6,0,1,Rural independent house
129.292315,42.91775612,120,1989,0,6,1,1,Rural independent house
129.4720754,42.94591536,100,1989,0,6,1,1,Rural independent house
129.3297343,42.96158894,70,1989,0,6,1,1,Rural independent house
129.5356992,42.88873744,50,1990,0,6,1,1,Rural independent house
129.478015,42.97561327,300,2011,0,6,0,1,Rural independent house
129.3426279,42.95488652,50,2011,0,6,0,1,Rural independent house
129.4044599,42.87846127,100,2011,0,6,0,1,Rural independent house
129.1151761,43.29986709,60,2011,0,6,0,1,Rural independent house
129.3454775,42.87712734,84,1989,0,6,1,1,Rural independent house
129.3638329,42.93312923,60,2000,0,6,0,1,Rural independent house
129.4285058,42.88276725,170,1990,0,6,1,1,Rural independent house
129.479309,42.98885624,200,2000,0,6,0,1,Rural independent house
129.2921726,43.03641576,120,2011,0,6,0,1,Rural independent house
129.374665,42.83613353,40,1989,0,6,1,1,Rural independent house
129.3447209,42.95550352,87.5,1989,0,6,1,1,Rural independent house
129.4019543,42.89683456,100,1990,0,6,1,1,Rural independent house
129.3518769,42.87965679,155,1990,0,6,1,1,Rural independent house
129.557664,42.91814235,130,1990,0,6,1,1,Rural independent house
129.4041747,42.8654198,50,1990,0,6,1,1,Rural independent house
129.465842,42.97018235,60,1990,0,6,1,1,Rural independent house
129.3694906,42.82379203,91,1989,0,6,1,1,Rural independent house
129.3584443,42.88095765,66,1989,0,6,1,1,Rural independent house
129.6258306,42.89866057,200,1990,0,6,1,1,Rural independent house
129.4070818,42.87914173,220,2000,0,6,0,1,Rural independent house
129.5561385,42.91815948,150,2000,0,6,0,1,Rural independent house
129.2137854,43.19500797,600,2011,0,6,0,2,Rural independent house
129.5269816,43.10124009,64.5,2000,0,6,0,1,Rural independent house
129.348716,43.17221659,60,2011,0,6,0,1,Rural independent house
129.537899,42.88636961,96,1989,0,6,1,1,Rural independent house
129.2801067,43.11364999,102.21,2000,0,6,0,1,Rural independent house
129.4831664,42.98680607,60,2000,0,6,0,1,Rural independent house
129.2877079,42.88456223,170,1989,0,6,1,1,Rural independent house
129.5082013,42.99755269,90,2000,0,6,0,1,Rural independent house
129.5251185,43.10154716,98.2,1990,0,6,1,1,Rural independent house
129.3013236,43.00736865,52,2000,0,6,0,1,Rural independent house
129.4213731,43.14103467,120,1990,0,6,1,1,Rural independent house
129.5707163,42.89261688,300,1989,0,6,1,1,Rural independent house
129.2898231,42.92122719,72,1989,0,6,1,1,Rural independent house
129.5128792,42.87174953,56,1989,0,6,1,1,Rural independent house
129.4037722,42.91522364,70,1990,0,6,1,1,Rural independent house
129.3441023,42.95586139,55,1989,0,6,1,1,Rural independent house
129.3901022,42.89314842,210,2011,6,6,0,1,Rural independent house
129.552773,42.91755634,60,1989,0,6,1,1,Rural independent house
129.5704663,42.89134911,90,1989,0,6,1,1,Rural independent house
129.3779173,42.88539411,140,2000,0,6,3,2,Rural independent house
129.5498007,43.04303954,78,2000,0,6,0,1,Rural independent house
129.5610371,42.89149468,80,1989,0,6,3,2,Rural independent house
129.5499432,43.0435788,60,1989,0,6,1,1,Rural independent house
129.3426412,42.94951734,70,2000,0,6,0,1,Rural independent house
129.3564745,42.87992032,85,1989,0,6,1,1,Rural independent house
129.6252069,42.89807215,180,1990,0,6,3,2,Rural independent house
129.6215477,42.8976831,80,1990,0,6,1,1,Rural independent house
129.3236664,42.97550804,90,2011,0,6,0,1,Rural independent house
129.4839281,42.99998553,50,1989,0,6,1,1,Rural independent house
129.4879573,42.95245319,580,2000,0,6,0,2,Rural independent house
129.5116075,43.13307345,80,2000,0,6,0,1,Rural independent house
129.4863902,42.932986,160,1990,0,6,1,1,Rural independent house
129.4826254,42.93816515,60,2000,0,6,0,1,Rural independent house
129.5384835,43.07725961,160.34,1990,0,6,1,1,Rural independent house
129.3483706,42.8955972,120,2011,0,6,0,1,Rural independent house
129.4683157,42.97268132,42.39,2000,0,6,0,1,Rural independent house
129.2450628,43.30544962,87,2000,0,6,0,1,Rural independent house
129.215137,43.10995542,98.5,2000,0,6,0,1,Rural independent house
129.454995,42.99174128,380,1990,0,6,1,1,Rural independent house
129.3289131,42.98790726,52,2000,0,6,0,1,Rural independent house
129.5503851,42.88516703,60,2011,0,6,0,1,Rural independent house
129.4244877,42.88182005,80,2000,0,6,0,1,Rural independent house
129.3402036,42.89618064,50,1989,0,6,1,1,Rural independent house
129.5381198,42.88840387,50,1990,0,6,1,1,Rural independent house
129.4762311,42.9428606,180,1990,0,6,3,2,Rural independent house
129.3944066,42.93635994,115,1989,0,6,1,1,Rural independent house
129.3202714,42.94975784,60,1989,0,6,1,1,Rural independent house
129.3381011,42.93471587,65,1990,0,6,1,1,Rural independent house
129.5695524,42.89126124,100,1990,0,6,1,1,Rural independent house
129.5182101,43.10696325,60,2000,0,6,0,1,Rural independent house
129.3683348,42.86856476,80,1989,0,6,1,1,Rural independent house
129.5073417,42.95989573,105,2011,6,6,0,1,Rural independent house
129.417855,43.03812661,70,1990,0,6,3,2,Rural independent house
129.6128461,42.90130957,80,1989,0,6,1,1,Rural independent house
129.3018904,42.86876651,75,2011,0,6,0,1,Rural independent house
129.5624544,42.89163404,150,1989,0,6,1,1,Rural independent house
129.3630595,42.94036147,84,1990,0,6,1,1,Rural independent house
129.6184612,42.89813512,130,1990,0,6,3,2,Rural independent house
129.4906748,42.96601624,50,1990,0,6,1,1,Rural independent house
129.1949651,43.11934629,80.11,2000,0,6,0,1,Rural independent house
129.1328784,43.25754013,60,1989,0,6,3,2,Rural independent house
129.3695391,42.85680707,120,2011,0,6,0,1,Rural independent house
129.1679207,43.15892476,72.89,1989,0,6,1,1,Rural independent house
129.5355163,42.88843089,60,1990,0,6,1,1,Rural independent house
129.5147167,42.95725059,52.36,1990,0,6,1,1,Rural independent house
129.3315611,42.9614942,66,2011,0,6,0,1,Rural independent house
129.4846755,42.99606496,120,1990,0,6,1,1,Rural independent house
129.2495748,43.29700612,72,2011,0,6,0,1,Rural independent house
129.3679211,43.07127121,60,1990,0,6,1,1,Rural independent house
129.3344865,42.84179552,91,2000,0,6,0,1,Rural independent house
129.3371267,42.8880819,80,1989,0,6,1,1,Rural independent house
129.520019,43.10858451,68,2000,0,6,0,1,Rural independent house
129.5618897,42.91747667,130,1990,0,6,1,1,Rural independent house
129.6435591,42.89311185,220,2000,0,6,0,1,Rural independent house
129.4817893,42.97802327,66.5,1990,0,6,1,1,Rural independent house
129.4902853,42.94012345,100,1990,0,6,1,1,Rural independent house
129.4838868,42.9637683,100,2000,0,6,0,1,Rural independent house
129.5417,42.87427967,100,1989,0,6,1,1,Rural independent house
129.3206797,42.88669583,50,1989,0,6,1,1,Rural independent house
129.2255928,43.23452756,86.4,2011,0,6,0,1,Rural independent house
129.4783774,42.97791609,105,2000,0,6,0,1,Rural independent house
129.4830541,42.95371478,230,1989,0,6,1,1,Rural independent house
129.4809197,42.94120179,210,1990,0,6,1,1,Rural independent house
129.3830602,42.88456386,68,1990,0,6,1,1,Rural independent house
129.5577583,43.07898533,300,1989,0,6,1,1,Rural independent house
129.3545877,42.91317626,45,1990,0,6,1,1,Rural independent house
129.5747216,42.91671467,100,1990,0,6,1,1,Rural independent house
129.1667738,43.16011917,96.11,1989,0,6,1,1,Rural independent house
129.2920176,43.03495577,160,1990,0,6,1,1,Rural independent house
129.368103,42.9010743,91,2011,0,6,0,1,Rural independent house
129.6249018,42.89779371,70,1989,0,6,1,1,Rural independent house
129.513122,43.11295406,50,1989,0,6,3,2,Rural independent house
129.3440078,42.95376396,40,1989,0,6,3,2,Rural independent house
129.2557613,42.97635625,80,1990,0,6,1,1,Rural independent house
129.3474683,42.87733452,70,1989,0,6,1,1,Rural independent house
129.3600687,42.86970539,45,1990,0,6,1,1,Rural independent house
129.2855906,43.04615049,80,1990,0,6,1,1,Rural independent house
129.4867962,42.95462965,160,2000,0,6,0,1,Rural independent house
129.344782,42.89290958,74,1989,0,6,1,1,Rural independent house
129.4343754,42.98799767,80,2000,0,6,0,1,Rural independent house
129.5023526,42.9911082,120,2000,0,6,0,1,Rural independent house
129.449183,42.91994225,458,2000,0,6,0,1,Rural independent house
129.489644,42.95004386,110,2000,0,6,0,1,Rural independent house
129.4839483,42.99741203,300,2000,0,6,0,1,Rural independent house
129.345675,42.89425049,30,1990,0,6,1,1,Rural independent house
129.3126656,43.01324263,78,1989,0,6,1,1,Rural independent house
129.2503717,42.9811544,50,2011,0,6,0,1,Rural independent house
129.4795805,42.98006136,200,1990,0,6,1,1,Rural independent house
129.5938565,42.91284308,80,2000,0,6,0,1,Rural independent house
129.561864,42.91733247,120,1990,0,6,1,1,Rural independent house
129.6256386,42.89828392,70,2000,0,6,0,1,Rural independent house
129.59411,42.91426772,200,2000,0,6,0,1,Rural independent house
129.443416,43.13455469,66,2000,0,6,0,1,Rural independent house
129.3074116,42.97436868,98,2000,0,6,0,1,Rural independent house
129.5700927,42.89122163,200,2000,0,6,0,1,Rural independent house
129.628084,42.89701001,80,1990,0,6,1,1,Rural independent house
129.4783646,42.98853317,80,1989,0,6,1,1,Rural independent house
129.166352,43.15941946,66.53,2000,0,6,0,1,Rural independent house
129.4856513,42.86884197,70,1990,0,6,1,1,Rural independent house
129.5071913,42.93518011,120,1989,0,6,1,1,Rural independent house
129.4460977,42.9233822,340,2000,0,6,0,1,Rural independent house
129.3501328,42.87932338,98,1989,0,6,1,1,Rural independent house
129.5882825,42.90006147,204,2000,0,6,0,1,Rural independent house
129.4045448,42.87525542,150,2000,0,6,0,1,Rural independent house
129.4834312,42.96317071,110,1989,0,6,1,1,Rural independent house
129.3361045,42.83821777,56,1989,0,6,1,1,Rural independent house
129.3008345,43.01001712,80,1990,0,6,1,1,Rural independent house
129.4380628,42.91067795,380,2000,6,6,0,1,Rural independent house
129.170219,43.16182242,60.59,2011,0,6,0,1,Rural independent house
129.3660438,42.93060651,92,2000,0,6,0,1,Rural independent house
129.5188288,42.94021781,180,1989,0,6,1,1,Rural independent house
129.4837174,42.86888575,60,2011,0,6,0,1,Rural independent house
129.5657063,42.88609139,180,1989,0,6,1,1,Rural independent house
129.3563191,42.9104876,80,2011,6,6,0,1,Rural independent house
129.5187408,43.1067381,70,2000,0,6,0,1,Rural independent house
129.5448774,42.89071105,80,1989,0,6,1,1,Rural independent house
129.4028122,42.88049824,105,1989,0,6,3,2,Rural independent house
129.5590611,42.91821164,160,1989,0,6,1,1,Rural independent house
129.4019336,42.87865683,120,2000,0,6,0,1,Rural independent house
129.5230293,43.10480568,60,1989,0,6,3,2,Rural independent house
129.5480613,42.88581922,150,2011,0,6,0,1,Rural independent house
129.5670466,42.89033918,120,1990,0,6,1,1,Rural independent house
129.4410745,43.13277684,60,2000,0,6,0,1,Rural independent house
129.5655631,42.88596389,120,1989,0,6,1,1,Rural independent house
129.4782535,42.97636667,120,1990,0,6,1,1,Rural independent house
129.4794268,42.98823991,70,1989,0,6,1,1,Rural independent house
129.3745937,42.88413853,150,2011,0,6,0,1,Rural independent house
129.4769306,42.97459307,80,1990,0,6,1,1,Rural independent house
129.3264162,42.94810015,70,1989,0,6,1,1,Rural independent house
129.5474222,42.88483308,117,2011,0,6,0,1,Rural independent house
129.1631495,43.15463394,60.5,2011,0,6,0,1,Rural independent house
129.3894509,42.93452144,54,1989,0,6,1,1,Rural independent house
129.482918,43.00008903,300,2000,0,6,0,1,Rural independent house
129.322907,42.85458847,108,1990,0,6,1,1,Rural independent house
129.3220255,42.88679054,72,2000,0,6,0,1,Rural independent house
129.5146202,43.11234061,40,2000,0,6,0,1,Rural independent house
129.3532,42.9136236,66,1990,0,6,1,1,Rural independent house
129.3387452,42.95089847,70,1990,0,6,1,1,Rural independent house
129.3487018,42.89562575,86,2011,0,6,0,1,Rural independent house
129.5124407,42.87173942,186,1990,0,6,1,1,Rural independent house
129.1459555,43.21774537,30,2011,0,6,0,1,Rural independent house
129.3699499,42.8218396,90.5,1989,0,6,1,1,Rural independent house
129.3582006,42.87826936,120,1989,0,6,1,1,Rural independent house
129.5536967,42.88836183,120,1990,0,6,1,1,Rural independent house
129.300169,43.03511895,80,2000,0,6,0,1,Rural independent house
129.4369945,42.9130973,68,1990,0,6,1,1,Rural independent house
129.2483657,43.3054254,90,2011,0,6,0,1,Rural independent house
129.5650706,43.02549417,60,2000,0,6,0,1,Rural independent house
129.3773088,42.88439802,60,1989,0,6,1,1,Rural independent house
129.3596603,42.88333084,37,1989,0,6,3,2,Rural independent house
129.2226286,43.23418885,110.03,2000,0,6,0,1,Rural independent house
129.3365961,42.88732904,75,2000,0,6,0,1,Rural independent house
129.1954425,43.12330179,266.51,1990,0,6,1,1,Rural independent house
129.4915361,42.94109264,220,1990,0,6,1,1,Rural independent house
129.4778893,42.96743244,444.88,2011,0,6,0,1,Rural independent house
129.3853329,42.89732494,160,2011,0,6,0,1,Rural independent house
129.5735007,42.89356266,118,1989,0,6,1,1,Rural independent house
129.1642946,43.15583419,66,2000,0,6,0,1,Rural independent house
129.593531,42.91238813,200,2000,0,6,0,1,Rural independent house
129.3318809,42.96098404,77,2011,0,6,0,1,Rural independent house
129.1965297,43.12089791,166.47,2011,0,6,0,1,Rural independent house
129.3010197,43.01154372,122,1990,0,6,1,1,Rural independent house
129.3148959,42.94839759,100,1990,0,6,1,1,Rural independent house
129.511425,42.95658742,65,2011,6,6,0,1,Rural independent house
129.4822583,42.97835672,144,1990,0,6,1,1,Rural independent house
129.4716819,42.95497533,90,2011,0,6,0,1,Rural independent house
129.6246839,42.89823307,80,1989,0,6,1,1,Rural independent house
129.5555956,43.04309698,100,1989,0,6,1,1,Rural independent house
129.4792276,42.97475786,1,2011,0,6,0,1,Rural independent house
129.4736841,42.9962008,500,2000,0,6,0,1,Rural independent house
129.6262956,42.90897918,140,2000,0,6,0,1,Rural independent house
129.4193151,42.88084706,110,1989,0,6,1,1,Rural independent house
129.4304174,42.96329709,98,1990,0,6,1,1,Rural independent house
129.4724246,43.00038005,200,2000,0,6,0,1,Rural independent house
129.4864714,43.00025007,240,2000,0,6,0,1,Rural independent house
129.3866903,42.94688434,100,1990,0,6,1,1,Rural independent house
129.3431965,42.94971722,60,2011,0,6,0,1,Rural independent house
129.4201324,42.99268335,120,2000,0,6,0,1,Rural independent house
129.5406424,43.07857049,101.55,1990,0,6,1,1,Rural independent house
129.3014686,43.01008457,70,1990,0,6,1,1,Rural independent house
129.253454,43.27823372,50,1990,0,6,1,1,Rural independent house
129.3771738,42.88439967,60,1989,0,6,1,1,Rural independent house
129.3782924,42.88432791,42,1989,0,6,1,1,Rural independent house
129.4661987,42.95784455,165,2000,0,6,0,1,Rural independent house
129.3347667,43.21312242,70,1989,0,6,1,1,Rural independent house
129.4407691,42.94875442,85,2011,0,6,0,1,Rural independent house
129.4370062,42.91162605,64,1990,0,6,1,1,Rural independent house
129.2449586,43.30267171,130,2011,0,6,0,1,Rural independent house
129.5697811,42.89055963,240,1989,0,6,1,1,Rural independent house
129.4187688,42.8818685,145,1989,0,6,1,1,Rural independent house
129.481434,42.97766673,50,1989,0,6,1,1,Rural independent house
129.4864156,42.94287576,120,1989,0,6,1,1,Rural independent house
129.547882,42.89388239,120,1989,0,6,1,1,Rural independent house
129.3786696,42.91352108,100,1990,0,6,1,1,Rural independent house
129.4771302,42.94201463,200,1990,0,6,1,1,Rural independent house
129.4777542,42.97482264,150,1990,0,6,1,1,Rural independent house
129.3853013,42.88441755,269.9,2000,0,6,3,2,Rural independent house
129.2613714,43.25890718,240.11,2011,0,6,0,1,Rural independent house
129.5673062,42.88404055,120,2000,0,6,0,1,Rural independent house
129.4497815,42.91837103,418,2000,0,6,0,1,Rural independent house
129.5164089,42.94115106,700,2000,0,6,0,2,Rural independent house
129.5213277,42.95908,128,1989,6,6,1,1,Rural independent house
129.2584421,43.25923641,69.55,2011,0,6,0,1,Rural independent house
129.3309885,42.87407143,84,2000,0,6,0,1,Rural independent house
129.4792161,42.94158646,69,1990,0,6,1,1,Rural independent house
129.3568865,42.88052449,40,1989,0,6,1,1,Rural independent house
129.1962201,43.11891761,96.02,1989,0,6,1,1,Rural independent house
129.2457192,42.98437988,4500,2011,0,6,0,2,Rural independent house
129.5630228,42.89073881,130,2000,0,6,0,1,Rural independent house
129.5101738,42.93958614,60,2000,0,6,0,1,Rural independent house
129.5173522,42.93994626,170,2000,0,6,0,1,Rural independent house
129.4337097,42.98823925,80,2000,0,6,0,1,Rural independent house
129.4697584,42.95126858,120,2000,0,6,0,1,Rural independent house
129.2159527,43.19970741,65,2011,0,6,0,1,Rural independent house
129.5207024,43.10838963,50,1990,0,6,1,1,Rural independent house
129.2928549,43.04747501,60,2011,0,6,0,1,Rural independent house
129.6202965,42.90417681,120,1990,0,6,1,1,Rural independent house
129.351618,42.89219466,60,2011,0,6,0,1,Rural independent house
129.0984494,43.18559708,102.33,2011,0,6,0,1,Rural independent house
129.543658,43.13873243,50,1990,0,6,1,1,Rural independent house
129.5466315,43.01654884,60,2000,0,6,0,1,Rural independent house
129.5343686,42.91966622,260,1989,0,6,1,1,Rural independent house
129.1459503,43.21731833,45,2000,0,6,0,1,Rural independent house
129.3037987,42.91379599,50,2011,0,6,0,1,Rural independent house
129.3566286,42.88011282,130,1989,0,6,1,1,Rural independent house
129.3788422,42.91400289,250,2000,0,6,0,1,Rural independent house
129.4879517,42.94604891,144,2000,0,6,0,1,Rural independent house
129.3458547,42.95569274,131.2,1989,0,6,1,1,Rural independent house
129.3115197,42.97336046,52,2011,0,6,0,1,Rural independent house
129.2866533,43.0541882,60,1990,0,6,1,1,Rural independent house
129.4818253,42.97769511,144,1989,0,6,1,1,Rural independent house
129.3674985,42.86866774,60,1989,0,6,1,1,Rural independent house
129.3882523,42.89342715,160,2011,6,6,0,1,Rural independent house
129.4718895,42.95170535,90,2000,0,6,0,1,Rural independent house
129.3298566,42.99021902,105.6,1989,0,6,1,1,Rural independent house
129.3872356,42.8946864,130,2011,6,6,0,1,Rural independent house
129.2463693,43.30607629,100.21,2000,0,6,0,1,Rural independent house
129.4429859,42.97169526,80,1990,0,6,1,1,Rural independent house
129.3270415,42.98898435,86,1990,0,6,1,1,Rural independent house
129.3876508,42.88407876,140,2000,0,6,0,1,Rural independent house
129.2857718,43.0535179,60,1989,0,6,1,1,Rural independent house
129.3421602,42.86378277,80,1990,0,6,1,1,Rural independent house
129.4001735,42.89782676,60,1989,0,6,3,2,Rural independent house
129.3834302,42.88428662,60,2000,0,6,0,1,Rural independent house
129.4214288,42.88420105,180,1990,0,6,1,1,Rural independent house
129.3249591,42.98342998,58,1990,0,6,1,1,Rural independent house
129.2857932,43.05428456,50,1989,0,6,1,1,Rural independent house
129.5724171,42.89196335,90,1989,0,6,3,2,Rural independent house
129.3638814,42.89555013,88,2011,0,6,0,1,Rural independent house
129.3639643,42.93389827,80,1990,0,6,1,1,Rural independent house
129.5431133,42.88857809,400,2011,0,6,0,1,Rural independent house
129.2852471,43.05397048,90,1990,0,6,1,1,Rural independent house
129.3748535,42.94092593,95,1989,0,6,1,1,Rural independent house
129.5142265,42.87336795,160,2000,0,6,0,1,Rural independent house
129.346666,42.95279937,68,1989,0,6,1,1,Rural independent house
129.5464961,42.89003743,100,1990,0,6,1,1,Rural independent house
129.4060661,42.93169608,90,2000,0,6,0,1,Rural independent house
129.4728812,42.97437557,135,2000,0,6,3,2,Rural independent house
129.1681469,43.16059358,52.2,2011,0,6,0,1,Rural independent house
129.516334,42.94101162,220,2000,0,6,0,1,Rural independent house
129.3382626,42.93565245,66,2011,0,6,0,1,Rural independent house
129.5625512,42.89101665,120,1990,0,6,1,1,Rural independent house
129.4064587,42.87913479,511,2000,0,6,0,2,Rural independent house
129.5137448,42.87354321,80,1989,0,6,1,1,Rural independent house
129.3442984,42.95430985,72,1989,0,6,1,1,Rural independent house
129.5918831,42.91405564,180,1989,0,6,1,1,Rural independent house
129.3208074,42.85283487,72,2000,0,6,0,1,Rural independent house
129.4294706,42.9908836,65,2000,0,6,3,2,Rural independent house
129.4798627,42.96903101,84,1989,0,6,1,1,Rural independent house
129.3880651,42.89303874,210,2011,6,6,0,1,Rural independent house
129.4424445,42.96954604,20,2000,0,6,3,2,Rural independent house
129.5747159,42.91735427,80,1990,0,6,1,1,Rural independent house
129.3008605,42.97040622,50.17,1989,0,6,3,2,Rural independent house
129.3269366,42.98952717,70,1990,0,6,1,1,Rural independent house
129.3842151,42.89830147,150,2011,0,6,0,1,Rural independent house
129.5501698,43.04611137,60,2000,0,6,0,1,Rural independent house
129.4810043,42.8657359,40,1990,0,6,1,1,Rural independent house
129.1334601,43.25755213,60,1989,0,6,3,2,Rural independent house
129.3619588,42.93975042,60,2011,0,6,0,1,Rural independent house
129.422012,42.88355544,100,2000,0,6,0,1,Rural independent house
129.4467589,42.97229337,300,2011,0,6,0,1,Rural independent house
129.3430972,42.90785047,100,1990,0,6,1,1,Rural independent house
129.3251656,42.88699991,60,2000,0,6,0,1,Rural independent house
129.3005002,43.00984579,70,1990,0,6,1,1,Rural independent house
129.3864723,42.94526557,60,1989,0,6,3,2,Rural independent house
129.6200373,42.90306056,110,1990,0,6,3,2,Rural independent house
129.5473562,43.01632776,60,2000,0,6,0,1,Rural independent house
129.4231339,42.88481069,170,2000,0,6,0,1,Rural independent house
129.3438461,42.94983429,65,2011,0,6,0,1,Rural independent house
129.4879013,42.99881516,80,1989,0,6,1,1,Rural independent house
129.246031,42.98119031,70,2011,0,6,0,1,Rural independent house
129.5662395,42.88728274,200,1989,0,6,1,1,Rural independent house
129.3262116,42.94846659,60,1990,0,6,1,1,Rural independent house
129.5532716,42.89221792,70,1989,0,6,3,2,Rural independent house
129.3524275,42.8929913,40,1989,0,6,1,1,Rural independent house
129.559544,42.89146912,160,1989,0,6,1,1,Rural independent house
129.5080736,42.96238661,88,2000,6,6,0,1,Rural independent house
129.5180353,42.93954177,130,2000,0,6,0,1,Rural independent house
129.3696439,43.07102353,80,1990,0,6,1,1,Rural independent house
129.5624293,42.89084384,147,2011,0,6,0,1,Rural independent house
129.296299,43.09013917,80.25,2000,0,6,0,1,Rural independent house
129.5354857,42.91852784,97,1989,0,6,1,1,Rural independent house
129.3675186,42.90156851,137,2000,0,6,0,1,Rural independent house
129.1651199,43.16026199,64.96,2011,0,6,0,1,Rural independent house
129.3028025,43.01266493,150,1990,0,6,1,1,Rural independent house
129.4252593,42.95324553,70,1990,0,6,1,1,Rural independent house
129.3003403,43.01075618,50,1990,0,6,1,1,Rural independent house
129.5363023,42.88595597,240,1990,0,6,1,1,Rural independent house
129.4763325,42.97030074,120,2011,0,6,0,1,Rural independent house
129.4163247,43.03757359,40,2011,0,6,0,1,Rural independent house
129.448498,42.92444511,160,1989,0,6,1,1,Rural independent house
129.2157113,43.19833445,50,1989,0,6,3,2,Rural independent house
129.3457667,42.89360105,95.36,2011,0,6,0,1,Rural independent house
129.3149936,42.88867852,85,1989,0,6,1,1,Rural independent house
129.4223733,42.87330361,580.66,2000,0,6,0,2,Rural independent house
129.3307879,42.87467276,126,1990,0,6,1,1,Rural independent house
129.3263216,42.87498902,67,1989,0,6,1,1,Rural independent house
129.2145879,43.10870225,100.01,2011,0,6,0,1,Rural independent house
129.2464324,43.29833663,70.45,1989,0,6,3,2,Rural independent house
129.4338293,42.98354121,40,2000,0,6,0,1,Rural independent house
129.5885792,42.90076073,800,2000,0,6,0,2,Rural independent house
129.5392861,43.07564412,89.44,1990,0,6,1,1,Rural independent house
129.4798965,42.98904223,112,1989,0,6,1,1,Rural independent house
129.16097,43.15498649,35,1989,0,6,3,2,Rural independent house
129.3042311,42.90072302,60,2011,0,6,0,1,Rural independent house
129.5348254,42.91809945,260,1989,0,6,1,1,Rural independent house
129.3299821,42.9598296,70,2000,0,6,0,1,Rural independent house
129.5566147,42.88877018,80,1989,0,6,1,1,Rural independent house
129.5490794,42.91154922,90.64,1989,0,6,1,1,Rural independent house
129.3563211,42.88018599,160,1989,0,6,1,1,Rural independent house
129.3110706,42.87556693,90,2000,0,6,0,1,Rural independent house
129.4604078,42.9734647,80,1990,0,6,1,1,Rural independent house
129.3809216,42.87275825,66,1989,0,6,1,1,Rural independent house
129.288676,42.93068879,40,2011,0,6,0,1,Rural independent house
129.2983359,43.01182394,86,2011,0,6,0,1,Rural independent house
129.4843844,42.95256293,120,2000,0,6,0,1,Rural independent house
129.4810382,42.94228458,180,2000,0,6,0,1,Rural independent house
129.4886999,42.94570429,100,2000,0,6,0,1,Rural independent house
129.3798374,42.8793085,45,1990,0,6,1,1,Rural independent house
129.2438772,43.29642102,60,2011,0,6,0,1,Rural independent house
129.3212128,42.99813659,50,2011,0,6,0,1,Rural independent house
129.3500407,42.92067936,72,1989,0,6,1,1,Rural independent house
129.4842743,43.000208,110,1990,0,6,1,1,Rural independent house
129.5434719,42.87185478,60,2011,0,6,0,1,Rural independent house
129.3568791,42.93724675,60,1990,0,6,1,1,Rural independent house
129.4211708,43.14081196,60,1990,0,6,1,1,Rural independent house
129.4703168,42.95285677,120,2000,0,6,0,1,Rural independent house
129.5074353,42.96088069,90,2000,6,6,0,1,Rural independent house
129.5113991,43.13196449,120,2000,0,6,0,1,Rural independent house
129.3477289,42.95183437,70,1990,0,6,1,1,Rural independent house
129.3427935,42.92610013,80,2011,6,6,0,1,Rural independent house
129.4543786,42.95720889,190,2011,0,6,0,1,Rural independent house
129.6263279,42.89656663,50,1989,0,6,1,1,Rural independent house
129.5097169,42.99529143,60,2000,0,6,0,1,Rural independent house
129.4267107,42.92801102,70,1989,0,6,1,1,Rural independent house
129.3698506,42.93421402,66,1989,0,6,1,1,Rural independent house
129.5528152,42.88735323,80,2000,0,6,0,1,Rural independent house
129.4388452,42.97768506,140,1990,0,6,1,1,Rural independent house
129.5375185,43.07896258,78.63,2000,0,6,0,1,Rural independent house
129.5532866,42.91738543,100,1989,0,6,1,1,Rural independent house
129.3304405,42.87586415,120,1990,0,6,1,1,Rural independent house
129.4339316,42.95864994,280,2000,0,6,0,1,Rural independent house
129.5007111,42.93218669,71.69,1989,0,6,3,2,Rural independent house
129.5511179,43.04181183,60,2000,0,6,0,1,Rural independent house
129.3744464,42.83398864,200,2011,0,6,0,1,Rural independent house
129.5517802,42.88580476,150,2011,0,6,0,1,Rural independent house
129.5148565,42.95782506,50,1989,0,6,3,2,Rural independent house
129.405564,42.88043176,320,2000,0,6,0,1,Rural independent house
129.4791656,42.9892676,60,1989,0,6,1,1,Rural independent house
129.1704867,43.15983283,84.42,1990,0,6,1,1,Rural independent house
129.5535674,42.89232233,78,1989,0,6,1,1,Rural independent house
129.4220359,42.8860025,178,2000,0,6,0,1,Rural independent house
129.2944973,42.90806421,60,1990,0,6,1,1,Rural independent house
129.4037337,43.0531308,50,2000,0,6,0,1,Rural independent house
129.5197499,42.87856519,200,2000,0,6,0,1,Rural independent house
129.4240606,43.14193658,100,1990,0,6,1,1,Rural independent house
129.2939692,42.87606528,55,1990,0,6,1,1,Rural independent house
129.5134771,42.8707769,52,1989,0,6,1,1,Rural independent house
