longitude,latitude,const_scale,built_year,orginal_level,present_level,exist_dis,assecss_dis,building_type
129.2477303,43.29699761,72.75,1989,0,6,3,2,Rural independent house
129.369583,42.86359757,70,2011,0,6,0,1,Rural independent house
129.53816,43.07860185,69,2011,0,6,0,1,Rural independent house
129.4812393,42.97723295,60,1990,0,6,1,1,Rural independent house
129.479357,42.9811577,152,1989,0,6,1,1,Rural independent house
129.4037685,42.87880468,280,2000,0,6,0,1,Rural independent house
129.3459822,42.87742936,84,1989,0,6,1,1,Rural independent house
129.5529769,42.8847687,120,2011,0,6,0,1,Rural independent house
129.4766036,42.94280782,120,2000,0,6,0,1,Rural independent house
129.3469958,42.87729883,60,1990,0,6,1,1,Rural independent house
129.4067657,42.87911195,125,2000,0,6,0,1,Rural independent house
129.4666073,42.97315667,50,1989,0,6,1,1,Rural independent house
129.3251041,42.97600893,60,2000,0,6,0,1,Rural independent house
129.3764111,42.88381742,73,1989,0,6,3,2,Rural independent house
129.3560269,42.87883969,84,1989,0,6,1,1,Rural independent house
129.3519064,42.89264866,50,1989,0,6,1,1,Rural independent house
129.3783803,42.95559002,62.62,2011,0,6,0,1,Rural independent house
129.3674912,42.93268569,62,1990,0,6,1,1,Rural independent house
129.3008024,43.00970184,80,1990,0,6,1,1,Rural independent house
129.3785057,42.91480383,110,1990,0,6,1,1,Rural independent house
129.314416,42.96823656,65,2011,0,6,0,1,Rural independent house
129.3425371,42.86414445,60,1989,0,6,1,1,Rural independent house
129.5703011,42.89146255,80,1990,0,6,1,1,Rural independent house
129.4056549,42.87686035,160.89,2000,0,6,0,1,Rural independent house
129.4361459,42.94633931,90,2000,0,6,0,1,Rural independent house
129.5542441,42.89184984,80,1989,0,6,3,2,Rural independent house
129.1959227,43.11999267,126.39,2000,0,6,0,1,Rural independent house
129.3505589,42.87824756,120,1989,0,6,1,1,Rural independent house
129.298757,43.01153602,80,1990,0,6,1,1,Rural independent house
129.2858928,42.93955836,45,1989,0,6,3,2,Rural independent house
129.4384051,42.94760461,110,2000,0,6,0,1,Rural independent house
129.3324305,42.87553525,96,2000,0,6,0,1,Rural independent house
129.3066462,43.07156255,55,1989,0,6,1,1,Rural independent house
129.4739706,42.99540238,60,2000,0,6,0,1,Rural independent house
129.2875624,42.92301469,120,2011,0,6,0,1,Rural independent house
129.3337152,42.88818703,95,1989,0,6,1,1,Rural independent house
129.4804514,42.96086272,152,1990,0,6,1,1,Rural independent house
129.4800468,42.9714299,60,1990,0,6,1,1,Rural independent house
129.4796292,42.8645227,120,2000,0,6,0,1,Rural independent house
129.3345392,42.82397706,91,1989,0,6,3,2,Rural independent house
129.3048903,43.00937445,100,1990,0,6,1,1,Rural independent house
129.3898909,42.89467175,310,2011,6,6,0,1,Rural independent house
129.5888163,42.90067609,110,2000,0,6,0,1,Rural independent house
129.4857805,42.95025845,80,1990,0,6,1,1,Rural independent house
129.4184429,42.99728311,70,2000,0,6,0,1,Rural independent house
129.4220822,42.88516134,170,2000,0,6,0,1,Rural independent house
129.3702048,42.87580956,46,1989,0,6,1,1,Rural independent house
129.4286833,42.9109493,94,2000,0,6,0,1,Rural independent house
129.3689459,42.84645036,60,2000,0,6,0,1,Rural independent house
129.2476429,42.98098386,55,2011,0,6,0,1,Rural independent house
129.3406077,42.9286093,70,2000,0,6,0,1,Rural independent house
129.5521569,42.88498724,80,1989,0,6,1,1,Rural independent house
129.3110985,42.97360174,55,2011,0,6,0,1,Rural independent house
129.3964579,42.84483265,20,2011,0,6,0,1,Rural independent house
129.342805,42.95423408,84,2000,0,6,0,1,Rural independent house
129.3250646,42.99133308,55,2000,0,6,0,1,Rural independent house
129.5307597,42.88594731,36,1990,0,6,1,1,Rural independent house
129.3574365,42.87924023,105,1989,0,6,1,1,Rural independent house
129.3665367,43.03988727,50,2011,0,6,0,1,Rural independent house
129.3706661,42.83385779,42.8,1989,0,6,1,1,Rural independent house
129.4737439,42.9969467,800,1990,0,6,1,2,Rural independent house
129.3556682,42.87972247,100,1989,0,6,1,1,Rural independent house
129.5743848,42.89313743,167,1989,0,6,1,1,Rural independent house
129.4745414,42.96738162,106,2000,0,6,0,1,Rural independent house
129.5892089,42.90076294,400,2000,0,6,0,1,Rural independent house
129.492577,42.96519385,60,1990,0,6,1,1,Rural independent house
129.4751541,42.99499132,76,2000,0,6,0,1,Rural independent house
129.3895916,42.89311579,210,2011,6,6,0,1,Rural independent house
129.3764305,42.88382804,120,1989,0,6,1,1,Rural independent house
129.551172,43.04267562,88,2011,0,6,0,1,Rural independent house
129.5420339,42.90132828,27,1989,0,6,1,1,Rural independent house
129.4809989,42.86534186,240,1990,0,6,1,1,Rural independent house
129.5656087,42.89102335,60,1990,0,6,1,1,Rural independent house
129.3705636,43.0697912,40,1990,0,6,1,1,Rural independent house
129.3258006,42.9930559,75,2000,0,6,0,1,Rural independent house
129.5687264,42.8822293,150,1989,0,6,1,1,Rural independent house
129.5295666,42.94985973,90,2000,0,6,0,1,Rural independent house
129.6249898,42.89845402,104,2000,0,6,0,1,Rural independent house
129.3522032,42.87971393,90,2000,0,6,0,1,Rural independent house
129.4157328,43.03803461,120,1990,0,6,1,1,Rural independent house
129.3898315,42.89295589,210,2011,6,6,0,1,Rural independent house
129.4574121,42.93808093,150,2000,0,6,0,1,Rural independent house
129.5480979,43.01708762,150,2000,0,6,0,1,Rural independent house
129.175983,43.16096626,98.07,1990,0,6,1,1,Rural independent house
129.4077806,42.87993369,68,1989,0,6,1,1,Rural independent house
129.4776781,42.97610282,450,1990,0,6,1,1,Rural independent house
129.3564841,42.87921671,84,1989,0,6,1,1,Rural independent house
129.5073419,42.93468439,50,2000,0,6,0,1,Rural independent house
129.5726261,42.91647165,120,1990,0,6,1,1,Rural independent house
129.3780562,42.91373174,74,1990,0,6,1,1,Rural independent house
129.3420232,42.86448519,85,1989,0,6,1,1,Rural independent house
129.4792965,42.98095931,135,1989,0,6,1,1,Rural independent house
129.4983137,42.93279461,100,1990,0,6,1,1,Rural independent house
129.5273562,43.0969217,700,2000,0,6,0,2,Rural independent house
129.3351116,43.21221187,70,1989,0,6,1,1,Rural independent house
129.3360955,42.93986258,120,2011,0,6,0,1,Rural independent house
129.350805,42.88030372,95,1990,0,6,1,1,Rural independent house
129.5164239,42.94001464,130,2000,0,6,0,1,Rural independent house
129.4685609,42.97662823,100,2000,0,6,0,1,Rural independent house
129.313347,42.88794198,60,1989,0,6,1,1,Rural independent house
129.4850896,42.99844646,90,2000,0,6,0,1,Rural independent house
129.3229195,42.89404622,60,2011,0,6,0,1,Rural independent house
129.2248553,43.23383481,66,2000,0,6,0,1,Rural independent house
129.5537846,42.89212806,80.66,1989,0,6,1,1,Rural independent house
129.3452112,42.95040814,70,1989,0,6,1,1,Rural independent house
129.2473487,43.29749202,82,2011,0,6,0,1,Rural independent house
129.3044341,42.89867104,80,2011,0,6,0,1,Rural independent house
129.4844979,42.86918913,40,1989,0,6,1,1,Rural independent house
129.4383918,42.90995409,122,2000,0,6,0,1,Rural independent house
129.142165,43.18200972,200.05,1989,0,6,1,1,Rural independent house
129.3145095,42.86828758,98,1989,0,6,1,1,Rural independent house
129.3414842,42.94790407,50,2000,0,6,0,1,Rural independent house
129.4310883,42.96309143,120,2000,0,6,0,1,Rural independent house
129.478432,42.97717821,118,1990,0,6,1,1,Rural independent house
129.2167657,43.20054663,84,2000,0,6,0,1,Rural independent house
129.4707743,42.97675557,60,1989,0,6,1,1,Rural independent house
129.4887517,42.95128326,240,2000,0,6,0,1,Rural independent house
129.5076629,42.96187731,100,1990,6,6,1,1,Rural independent house
129.4401117,42.94880883,120,2000,0,6,0,1,Rural independent house
129.3752399,42.83673487,80,1989,0,6,1,1,Rural independent house
129.4581601,42.95955466,180,2000,0,6,0,1,Rural independent house
129.3267917,42.97690599,84,2000,0,6,0,1,Rural independent house
129.4833184,42.99815836,128,2000,0,6,0,1,Rural independent house
129.3591261,42.87830594,120,1989,0,6,1,1,Rural independent house
129.3009524,43.01028524,30,1990,0,6,1,1,Rural independent house
129.4226344,42.87928974,80,1990,0,6,1,1,Rural independent house
129.5078358,42.93526564,115,2000,0,6,0,1,Rural independent house
129.3783794,42.89378302,93,1989,0,6,1,1,Rural independent house
129.4920535,42.9660157,75,1990,0,6,1,1,Rural independent house
129.330926,42.97919613,66,2000,0,6,0,1,Rural independent house
129.3484762,42.89468349,88,2000,0,6,0,1,Rural independent house
129.3813946,42.87877689,105,2000,0,6,0,1,Rural independent house
129.4909793,42.94029401,66,1989,0,6,1,1,Rural independent house
129.5940754,42.91310577,200,2000,0,6,0,1,Rural independent house
129.5408084,42.88433941,64,2011,0,6,0,1,Rural independent house
129.2571889,43.00486787,100.33,1990,0,6,1,1,Rural independent house
129.5376235,43.07811597,85.63,2000,0,6,0,1,Rural independent house
129.2455816,43.30375895,66,2011,0,6,0,1,Rural independent house
129.3692764,42.8565144,60,2011,0,6,0,1,Rural independent house
129.5058882,42.9340782,120,1989,0,6,1,1,Rural independent house
129.4159231,42.99906114,110,2000,0,6,0,1,Rural independent house
129.484665,42.86801263,100,1990,0,6,1,1,Rural independent house
129.5175125,42.94888101,100,1990,0,6,1,1,Rural independent house
129.3463433,42.87621923,70,1989,0,6,1,1,Rural independent house
129.1603378,43.14031031,60,2000,0,6,0,1,Rural independent house
129.6213816,42.90192947,95,1990,0,6,1,1,Rural independent house
129.478616,42.98110882,56,2000,0,6,0,1,Rural independent house
129.292433,42.88419327,110,1990,0,6,1,1,Rural independent house
129.3454431,42.87680421,155,1989,0,6,1,1,Rural independent house
129.242267,43.30969042,60,1989,0,6,3,2,Rural independent house
129.4289904,42.91055795,250,2000,0,6,0,1,Rural independent house
129.3039762,42.99819577,60,1989,0,6,1,1,Rural independent house
129.3997878,42.89698277,150,2011,0,6,0,1,Rural independent house
129.4868775,42.95837944,70,2011,0,6,0,1,Rural independent house
129.3039535,43.00934069,90,1990,0,6,1,1,Rural independent house
129.5941058,42.91363306,150,2000,0,6,0,1,Rural independent house
129.2180626,43.19837504,60,2011,0,6,0,1,Rural independent house
129.5258078,43.10079713,70,2000,0,6,0,1,Rural independent house
129.3835591,42.87563817,30,2000,0,6,0,1,Rural independent house
129.5107546,42.86188716,100,2000,0,6,0,1,Rural independent house
129.5532423,42.8877041,120,1990,0,6,1,1,Rural independent house
129.3668212,42.93056593,60,1990,0,6,1,1,Rural independent house
129.4574374,42.97351268,60,1989,0,6,1,1,Rural independent house
129.3356558,42.97343365,45,1990,0,6,1,1,Rural independent house
129.3433085,42.90820454,80,1989,0,6,1,1,Rural independent house
129.3700347,42.82263437,46.5,1989,0,6,1,1,Rural independent house
129.5543757,42.89238707,88,1989,0,6,1,1,Rural independent house
129.5704903,42.91648208,100,1989,0,6,1,1,Rural independent house
129.4839396,42.95472868,140,1990,0,6,1,1,Rural independent house
129.3378553,42.9355789,72,2000,0,6,0,1,Rural independent house
129.3350383,42.97214755,84,1989,0,6,1,1,Rural independent house
129.3358546,42.97260706,60,2000,0,6,0,1,Rural independent house
129.4836915,42.95340332,140,1990,0,6,1,1,Rural independent house
129.4260526,42.97229078,92,1990,0,6,1,1,Rural independent house
129.324297,42.89491309,100,1990,0,6,1,1,Rural independent house
129.5482732,42.90636058,113.46,1989,0,6,1,1,Rural independent house
129.0574086,43.15974485,63.45,1989,0,6,1,1,Rural independent house
129.2457113,43.30666475,81.6,1989,0,6,1,1,Rural independent house
129.4729151,42.94767562,50,2000,0,6,0,1,Rural independent house
129.2674921,42.93979017,58,2000,0,6,0,1,Rural independent house
129.4805667,42.96376972,90,1990,0,6,1,1,Rural independent house
129.2886371,43.03926251,100,2000,0,6,0,1,Rural independent house
129.4791188,42.97553569,1,2011,0,6,0,1,Rural independent house
129.340409,42.94843705,80,1990,0,6,1,1,Rural independent house
129.4389468,42.96652799,120,2011,0,6,0,1,Rural independent house
129.1720714,43.16215013,60,1989,0,6,3,2,Rural independent house
129.2254764,43.23291053,84.12,2000,0,6,0,1,Rural independent house
129.3503705,43.17291055,78,2000,0,6,0,1,Rural independent house
129.6281888,42.9109171,120,2000,0,6,0,1,Rural independent house
129.5768906,42.90409211,50,2011,0,6,0,1,Rural independent house
129.403859,42.86491516,200,2011,0,6,0,1,Rural independent house
129.5147712,43.12892039,500,2000,0,6,0,1,Rural independent house
129.5566117,42.88853719,120,2000,0,6,0,1,Rural independent house
129.3471652,42.91347014,65,1989,0,6,1,1,Rural independent house
129.3035034,42.90051816,70,1990,0,6,1,1,Rural independent house
129.5521722,42.86820061,80,2000,0,6,0,1,Rural independent house
129.3018923,43.00727585,52,2000,0,6,0,1,Rural independent house
129.3744539,42.87398037,150,2000,0,6,0,1,Rural independent house
129.6251282,42.89729659,75,1989,0,6,1,1,Rural independent house
129.5600508,42.91868679,120,1990,0,6,3,2,Rural independent house
129.4209674,42.88353868,170,2000,0,6,0,1,Rural independent house
129.3732048,42.89413762,62,2011,0,6,0,1,Rural independent house
129.3670078,42.86949971,100,1990,0,6,1,1,Rural independent house
129.3597833,42.88029913,35,1989,0,6,1,1,Rural independent house
129.515179,42.8766776,200,2000,0,6,0,1,Rural independent house
129.3377401,42.95168655,70,1990,0,6,1,1,Rural independent house
129.3651907,42.93080801,95,2000,0,6,0,1,Rural independent house
129.4216351,43.14152442,110,1989,0,6,3,2,Rural independent house
129.5348191,42.88527753,50,2000,0,6,0,1,Rural independent house
129.1481115,43.21761742,60,2011,0,6,0,1,Rural independent house
129.2229762,43.23483843,75.4,1990,0,6,1,1,Rural independent house
129.567018,42.89259867,55,1989,0,6,1,1,Rural independent house
129.5348447,42.91836738,120,1989,0,6,1,1,Rural independent house
129.4854207,42.98181599,104.8,2000,0,6,0,1,Rural independent house
129.309735,42.87534966,110,1990,0,6,1,1,Rural independent house
129.3257253,42.81017274,50,1989,0,6,3,2,Rural independent house
129.3880041,42.94549412,96,1989,0,6,1,1,Rural independent house
129.3490718,42.92030626,120,1990,0,6,1,1,Rural independent house
129.3501701,42.91948582,80,1990,0,6,1,1,Rural independent house
129.462172,42.96029162,50,2011,0,6,0,1,Rural independent house
129.4795006,42.97212571,100,1990,0,6,1,1,Rural independent house
129.298737,43.01179729,120,1990,0,6,1,1,Rural independent house
129.5741176,42.8738742,60,1990,0,6,1,1,Rural independent house
129.4066077,42.87922159,85,2011,0,6,0,1,Rural independent house
129.3641507,42.89413492,80,1989,0,6,1,1,Rural independent house
129.5764585,42.90597894,100,2000,0,6,0,1,Rural independent house
129.4401331,42.97731711,120,1990,0,6,1,1,Rural independent house
129.3468822,42.87593648,84,1989,0,6,1,1,Rural independent house
129.3307112,42.96032643,120,2011,0,6,0,1,Rural independent house
129.4907416,42.94122341,80,2000,0,6,0,1,Rural independent house
129.4500043,42.91783296,300,2000,0,6,0,1,Rural independent house
129.4833438,42.96026154,152,1989,0,6,1,1,Rural independent house
129.3955966,42.93615886,120,1989,0,6,1,1,Rural independent house
129.5377263,43.00908609,80,1990,0,6,1,1,Rural independent house
129.3427403,42.86328499,80,2011,0,6,0,1,Rural independent house
129.3513843,42.91194552,100,1989,0,6,1,1,Rural independent house
129.2431623,43.30414274,72,1989,0,6,1,1,Rural independent house
129.5176033,43.11143857,60,2000,0,6,0,1,Rural independent house
129.4835126,42.96085279,178,1989,0,6,1,1,Rural independent house
129.4577002,42.95986682,80,2000,0,6,0,1,Rural independent house
129.2948628,42.88227834,70,1990,0,6,1,1,Rural independent house
129.3468226,42.95532574,52.8,1989,0,6,1,1,Rural independent house
129.3982506,42.9273754,80,2000,0,6,0,1,Rural independent house
129.4220088,42.89172562,300,2000,0,6,0,1,Rural independent house
129.552338,42.889189,60,1990,0,6,1,1,Rural independent house
129.143659,43.21700137,60,2011,0,6,0,1,Rural independent house
129.5500192,43.0419814,90,2000,0,6,0,1,Rural independent house
129.4811743,42.96211039,80,1989,0,6,1,1,Rural independent house
129.3933398,42.93568772,72,2000,0,6,0,1,Rural independent house
129.422509,42.99352835,70,1990,0,6,1,1,Rural independent house
129.5535813,43.02892659,129.3,1990,0,6,1,1,Rural independent house
129.3886074,42.89859814,70,1989,0,6,1,1,Rural independent house
129.3819964,42.88404307,48,2000,0,6,0,1,Rural independent house
129.3481978,42.89523457,71,1990,0,6,1,1,Rural independent house
129.5064215,42.96084332,180,2011,6,6,0,1,Rural independent house
129.3321521,42.97765338,70,2000,0,6,0,1,Rural independent house
129.3013159,43.01156752,165,2000,0,6,0,1,Rural independent house
129.5649207,42.89159493,102,1989,0,6,1,1,Rural independent house
129.4040221,42.88011565,199,2000,0,6,0,1,Rural independent house
129.5533566,42.86574663,40,1990,0,6,1,1,Rural independent house
129.4281823,42.9098476,91,2000,0,6,0,1,Rural independent house
129.379169,42.88379456,42,1989,0,6,1,1,Rural independent house
129.2839831,43.05503291,120,1990,0,6,1,1,Rural independent house
129.5855475,42.91449037,160,2000,0,6,0,1,Rural independent house
129.2186232,43.20042081,60,2000,0,6,0,1,Rural independent house
129.3588911,42.88031054,100,1989,0,6,1,1,Rural independent house
129.3694143,42.85729478,71,2011,0,6,0,1,Rural independent house
129.3839827,42.88454173,60,1989,0,6,1,1,Rural independent house
129.5815762,42.91527656,80,1990,0,6,1,1,Rural independent house
129.4366676,42.91340929,68,1989,0,6,1,1,Rural independent house
129.1671397,43.1611401,60.01,2011,0,6,0,1,Rural independent house
129.3456187,42.87742382,84,1989,0,6,1,1,Rural independent house
129.4684998,42.97231912,81,2000,0,6,0,1,Rural independent house
129.3049842,43.00915646,50,2011,0,6,0,1,Rural independent house
129.5378754,43.07562627,56,2000,0,6,0,1,Rural independent house
129.3777907,42.95520026,78,1990,0,6,1,1,Rural independent house
129.5483641,42.89162478,168.46,1990,0,6,1,1,Rural independent house
129.5157272,42.93983092,150,2000,0,6,0,1,Rural independent house
129.1930973,43.11957314,60.01,2011,0,6,0,1,Rural independent house
129.3893841,42.89310437,210,2011,6,6,0,1,Rural independent house
129.1441632,43.18222322,78.08,1989,0,6,1,1,Rural independent house
129.0675819,43.16156388,49.38,2011,0,6,0,1,Rural independent house
129.5378229,43.06426117,98.5,1989,0,6,1,1,Rural independent house
129.4146597,42.99679645,60,2000,0,6,0,1,Rural independent house
129.465099,42.9716112,121,2000,0,6,0,1,Rural independent house
129.5541564,42.88859043,220,1990,0,6,1,1,Rural independent house
129.3702709,42.88367901,60,1989,0,6,1,1,Rural independent house
129.3627753,42.89526796,80,2011,0,6,0,1,Rural independent house
129.1666773,43.16042821,66.33,2000,0,6,0,1,Rural independent house
129.3081461,43.00229758,55,1989,0,6,1,1,Rural independent house
129.4825996,42.99812621,100,1990,0,6,1,1,Rural independent house
129.4760398,42.94274979,90,1990,0,6,1,1,Rural independent house
129.4837139,42.997087,120,1989,0,6,1,1,Rural independent house
129.4320426,42.99144464,60,1990,0,6,1,1,Rural independent house
129.3038583,42.89977839,60,1989,0,6,3,2,Rural independent house
129.3379242,42.96710257,50,1990,0,6,1,1,Rural independent house
129.4024462,42.87887877,130,2000,0,6,0,1,Rural independent house
129.4550319,42.98994913,60,1990,0,6,1,1,Rural independent house
129.3303835,42.82525932,66,1989,0,6,1,1,Rural independent house
129.4028616,42.87838557,80,1989,0,6,1,1,Rural independent house
129.3521778,42.91360076,80,1989,0,6,1,1,Rural independent house
129.5072504,42.9613856,120,2000,6,6,0,1,Rural independent house
129.5204997,43.10861519,80,2000,0,6,0,1,Rural independent house
129.1918276,43.11998348,107.6,2011,0,6,0,1,Rural independent house
129.5713385,42.89269934,61,1989,0,6,1,1,Rural independent house
129.1350603,43.26022825,66,1989,0,6,3,2,Rural independent house
129.5916224,42.91233651,85,1989,0,6,1,1,Rural independent house
129.479517,42.94176456,473,2000,0,6,0,1,Rural independent house
129.1459555,43.21774537,60,2011,0,6,0,1,Rural independent house
129.4793134,42.94144327,500,2000,0,6,0,1,Rural independent house
129.5683626,42.91619463,130,1989,0,6,1,1,Rural independent house
129.2601332,42.94116499,40,2000,0,6,0,1,Rural independent house
129.3005523,43.00932636,96,1990,0,6,1,1,Rural independent house
129.5664141,42.89244093,60,1989,0,6,1,1,Rural independent house
129.4819484,42.99865136,80,1990,0,6,1,1,Rural independent house
129.4238227,43.14203533,96,1990,0,6,1,1,Rural independent house
129.4852808,42.99565869,100,1990,0,6,1,1,Rural independent house
129.3160663,42.94926163,60,2000,0,6,0,1,Rural independent house
129.5150286,42.95816346,70,2000,0,6,0,1,Rural independent house
129.2471246,43.3053438,122,1990,0,6,1,1,Rural independent house
129.1447166,43.18123052,108.02,1990,0,6,1,1,Rural independent house
129.3747128,42.93591802,45,2000,0,6,0,1,Rural independent house
129.3687236,42.90011299,43,1989,0,6,1,1,Rural independent house
129.6266901,42.89790682,100,1990,0,6,1,1,Rural independent house
129.3203464,42.89476777,60,2000,0,6,0,1,Rural independent house
129.4832685,42.96096813,120,1990,0,6,1,1,Rural independent house
129.3486026,42.91239808,52.8,2000,0,6,0,1,Rural independent house
129.4264859,42.90408022,151,2000,0,6,0,1,Rural independent house
129.5293615,42.95064779,140,2011,0,6,0,1,Rural independent house
129.3424512,42.94676383,70,2000,0,6,0,1,Rural independent house
129.6215679,42.89740267,70,1989,0,6,1,1,Rural independent house
129.3790526,42.87613123,56,2011,0,6,3,2,Rural independent house
129.2757787,43.05416107,120,2000,7.1,6,0,1,Rural independent house
129.4849437,42.98200868,85,1989,0,6,1,1,Rural independent house
129.4764938,42.94115801,200,2000,0,6,0,1,Rural independent house
129.2440606,43.30366654,72,2011,0,6,0,1,Rural independent house
129.4805868,42.99766206,90,1990,0,6,1,1,Rural independent house
129.5822674,42.8871646,450,2011,6,6,0,1,Rural independent house
129.4818687,42.99851253,60,2000,0,6,0,1,Rural independent house
129.2438888,43.30710845,148.5,2011,0,6,0,1,Rural independent house
129.3564592,42.96234263,50,1989,0,6,1,1,Rural independent house
129.1957587,43.12059453,60.02,2000,0,6,0,1,Rural independent house
129.3704883,42.82315219,50,1989,0,6,1,1,Rural independent house
129.3140211,42.88744148,80,1989,0,6,1,1,Rural independent house
129.2512853,43.26035297,32,1989,0,6,1,1,Rural independent house
129.5247873,43.10198347,98.5,2000,0,6,0,1,Rural independent house
129.4283447,42.90893077,104,1990,0,6,1,1,Rural independent house
129.6151228,42.90146505,90,1989,0,6,1,1,Rural independent house
129.4026787,43.05531516,40,2011,0,6,0,1,Rural independent house
129.5847508,42.91460886,140,2000,0,6,0,1,Rural independent house
129.4750099,42.97011528,150,2000,0,6,0,1,Rural independent house
129.5301973,42.88740525,64,2000,0,6,0,1,Rural independent house
129.3704866,42.86392743,30,1989,0,6,1,1,Rural independent house
129.3044793,43.02632387,70,1989,0,6,1,1,Rural independent house
129.3501658,42.93419418,60,2000,0,6,0,1,Rural independent house
129.1610983,43.15512926,60.3,2011,0,6,0,1,Rural independent house
129.416972,42.9965817,55,2000,0,6,0,1,Rural independent house
129.4869683,42.99945915,70,2000,0,6,0,1,Rural independent house
129.1598445,43.15541848,47.2,1990,0,6,1,1,Rural independent house
129.2512025,43.26072155,34,1989,0,6,1,1,Rural independent house
129.3266799,42.87543731,84,1989,0,6,1,1,Rural independent house
129.1655185,43.16030209,66.03,2011,0,6,0,1,Rural independent house
129.2497826,43.30368344,66,1989,0,6,3,2,Rural independent house
129.3593197,42.89175725,90,1990,0,6,1,1,Rural independent house
129.4884606,42.95168121,220,2000,0,6,0,1,Rural independent house
129.4222652,42.89137764,300,1990,0,6,1,1,Rural independent house
129.402537,42.87776097,70,2000,0,6,0,1,Rural independent house
129.4756745,42.97987681,64,2000,0,6,0,1,Rural independent house
129.3190528,42.87535211,75,1989,0,6,1,1,Rural independent house
129.6252839,42.89818596,80,1990,0,6,1,1,Rural independent house
129.4190525,42.99821223,60,2000,0,6,0,1,Rural independent house
129.3884656,42.89266063,210,2011,6,6,0,1,Rural independent house
129.5655887,42.89155509,140,1989,0,6,1,1,Rural independent house
129.5439126,42.87357301,80,1990,0,6,1,1,Rural independent house
129.4749706,42.97044948,96,2000,0,6,0,1,Rural independent house
129.3458952,42.87765779,84,1989,0,6,1,1,Rural independent house
129.5495906,42.88594477,120,1989,0,6,1,1,Rural independent house
129.4331035,42.97235485,115,1990,0,6,1,1,Rural independent house
129.5691806,42.89146954,300,1990,0,6,1,1,Rural independent house
129.3414016,42.92901039,70,2000,0,6,0,1,Rural independent house
129.4213519,42.89231442,160,2000,0,6,0,1,Rural independent house
129.3418458,42.94955446,78,1990,0,6,1,1,Rural independent house
129.5904375,42.91004369,75,2000,0,6,0,1,Rural independent house
129.2900179,42.87608902,55,2011,0,6,0,1,Rural independent house
129.4033607,42.87925021,187,2000,0,6,0,1,Rural independent house
129.5628327,42.89107188,106,2011,0,6,0,1,Rural independent house
129.1642056,43.16358474,66.02,2011,0,6,0,1,Rural independent house
129.4853024,42.95258387,70,2011,0,6,0,1,Rural independent house
129.384373,42.88445314,56,1989,0,6,1,1,Rural independent house
129.4423253,42.97701103,300,1990,0,6,1,1,Rural independent house
129.3058111,43.07049788,60,2000,0,6,0,1,Rural independent house
129.4041042,42.87933587,96,2000,0,6,0,1,Rural independent house
129.4742013,42.95043477,300,2000,0,6,0,1,Rural independent house
129.4760951,42.96978608,60,1990,0,6,1,1,Rural independent house
129.5751283,43.02042818,75,2000,0,6,0,1,Rural independent house
129.3018693,43.01271936,70,1990,0,6,1,1,Rural independent house
129.3361815,42.98330461,110,2011,0,6,0,1,Rural independent house
129.5498561,43.04068467,65,1989,0,6,3,2,Rural independent house
129.4303683,42.98608379,90,2000,0,6,0,1,Rural independent house
129.4764668,42.96013198,70,2000,0,6,0,1,Rural independent house
129.4648004,42.96367219,200,2000,0,6,0,1,Rural independent house
129.55564,42.8639137,60,2011,0,6,0,1,Rural independent house
129.3936603,42.90065375,60,2000,0,6,0,1,Rural independent house
129.3025896,42.87091126,50,1989,0,6,3,2,Rural independent house
129.3809589,42.91073935,120,2011,0,6,0,1,Rural independent house
129.3320817,42.95893302,70,2011,0,6,0,1,Rural independent house
129.3797496,43.06179566,60,1990,0,6,1,1,Rural independent house
129.362922,42.89460814,50.4,2011,0,6,0,1,Rural independent house
129.3262035,42.99087236,75,2000,0,6,0,1,Rural independent house
129.1620661,43.16699851,36,1990,0,6,1,1,Rural independent house
129.1478917,43.21759184,60,2011,0,6,0,1,Rural independent house
129.3266542,42.87499901,56,2000,0,6,0,1,Rural independent house
129.6274649,42.89853845,100,2000,0,6,0,1,Rural independent house
129.4782903,42.98091517,102,2000,0,6,0,1,Rural independent house
129.1950473,43.11944971,132.14,1989,0,6,1,1,Rural independent house
129.3906447,42.94653639,70,1989,0,6,1,1,Rural independent house
129.3346101,42.84486086,40,1990,0,6,1,1,Rural independent house
129.446658,42.903117,495,1990,0,6,1,1,Rural independent house
129.5536512,42.91725011,120,1989,0,6,1,1,Rural independent house
129.3511637,42.91415913,90,1990,0,6,1,1,Rural independent house
129.3014393,43.03282015,60,1989,0,6,1,1,Rural independent house
129.3046404,43.01329892,210,1989,0,6,1,1,Rural independent house
129.6220098,42.89736317,100,1989,0,6,3,2,Rural independent house
129.356722,42.87922431,150,1989,0,6,1,1,Rural independent house
129.3525974,42.89246592,46,1989,0,6,1,1,Rural independent house
129.538653,43.07582234,89,2000,0,6,0,1,Rural independent house
129.4156347,43.0371661,80,2011,0,6,0,1,Rural independent house
129.3698511,42.93638834,200,2011,0,6,0,1,Rural independent house
129.4214013,43.14028206,100,1990,0,6,1,1,Rural independent house
129.2588848,42.94193621,90,1990,0,6,1,1,Rural independent house
129.3286573,42.87563683,70,1990,0,6,3,2,Rural independent house
129.3339025,42.82452259,50,2011,0,6,0,1,Rural independent house
129.401785,42.8627746,40,1989,0,6,1,1,Rural independent house
129.4695987,42.96023749,98,2011,0,6,0,1,Rural independent house
129.3668245,42.87049502,68,1989,0,6,1,1,Rural independent house
